frac_trainable,fwd_time,fwd_std,bwd_time,bwd_std,memory,median_loop_time
0.00045878771650889914,0.004107843502424657,0.001100180530048583,0.0005564350285567343,0.0003102681918902999,133.0029296875,0.022018135990947485
0.0005503663952038529,0.0041276740084867924,0.0013737696735278105,0.0010092995071318,0.0002032757309033462,132.5107421875,0.022596330993110314
0.2115476421083773,0.004180468968115747,0.0010657206794750405,0.0009586634987499565,0.0005371622051522229,150.5107421875,0.022609300969634205
0.21163922078707223,0.00415529846213758,0.0010952385034391154,0.001058480003848672,0.0006397156366866527,150.5185546875,0.0226229669933673
0.42263649650024565,0.004187693994026631,0.0010192930226644442,0.0013071525027044117,0.0005969245230427299,168.5185546875,0.02290228448691778
0.4227280751789406,0.004192149004666135,0.0006047751441418917,0.0013026224914938211,0.00024096427658937232,169.2763671875,0.023139116005040705
0.4344501460518947,0.004229173995554447,0.0014339800560416473,0.0013955679896753281,0.000583311896041428,170.2763671875,0.023225892044138163
0.43454172473058966,0.004339156002970412,0.0010254025449517724,0.0014812189911026508,0.00027577794895261245,169.5341796875,0.02374510798836127
0.6455390004437631,0.004267540527507663,0.0012590117658521536,0.0014939899847377092,0.0005121748631316589,187.5341796875,0.02353209600551054
0.645630579122458,0.004277451022062451,0.001513273978185048,0.0016055204905569553,0.00033128412648824094,187.5419921875,0.023526275996118784
0.7511292169790448,0.004286990966647863,0.0012863319183282883,0.0018970030068885535,0.0007218537933668946,196.5419921875,0.02385030299774371
0.7511750063183923,0.004373211995698512,0.0009706316900726688,0.002177065995056182,0.0005819141079977148,196.5458984375,0.024648496008012444
0.8039243252466856,0.004357591504231095,0.0012675431015328406,0.0019099035416729748,0.0003405861874456629,201.0458984375,0.024031450011534616
0.8039701145860331,0.004359407001174986,0.001517674639625034,0.002290556498337537,0.0007359150152090211,201.0498046875,0.024357698013773188
0.8567194335143264,0.004369456495624036,0.0013631398789156128,0.002183640521252528,0.0006427156940807079,205.5498046875,0.02446603897260502
0.856765222853674,0.004398437013151124,0.0016331406710992098,0.0022197265061549842,0.0007367323469548212,205.5537109375,0.024510643968824297
0.8596957405719124,0.004399291501613334,0.0013552055759040043,0.002296541992109269,0.0005871358101193646,205.8037109375,0.02457318949745968
0.8597415299112598,0.004444707010407001,0.0010371883322087255,0.002369383000768721,0.0005143882741764767,205.8076171875,0.024830297013977543
0.9124908488395532,0.004467057500733063,0.0010843138827741517,0.0025104894884862006,0.0009614723266608929,211.0576171875,0.02555744897108525
0.9125366381789007,0.0044450724963098764,0.0013926638548306747,0.0025629900046624243,0.0007133107089258019,210.3115234375,0.025291511468822137
0.9389112976430474,0.004431503009982407,0.0013325188939143653,0.0025898244930431247,0.0012716649369029858,212.5615234375,0.02506529400125146
0.9389341923127211,0.004517168010352179,0.001649343752026234,0.002755820984020829,0.0008879190258167014,213.5634765625,0.025338486506370828
0.9521215220447945,0.00452805298846215,0.001881099002522541,0.0028502469940576702,0.0013259348613642444,215.4384765625,0.025767519982764497
0.9521444167144683,0.004459322488401085,0.0013196065298462446,0.002956298500066623,0.0005970169475720636,213.6904296875,0.02526533047785051
0.9653317464465416,0.004039889026898891,0.000742861315331815,0.0032434255117550492,0.0007977276373589346,214.8154296875,0.023850072495406494
0.9653546411162153,0.004179575014859438,0.0008185204840288344,0.003453077981248498,0.0007009496932204708,215.8173828125,0.02552775348885916
0.9660872705457749,0.004599319014232606,0.0014441033626180749,0.003246200503781438,0.0015969340830651886,214.8798828125,0.026406361517729238
0.9661101652154487,0.004586103983456269,0.0014499983540847679,0.0034931935369968414,0.001387025401774408,214.8818359375,0.02740860599442385
0.979297494947522,0.004621378990123048,0.001303483842086474,0.0034162774973083287,0.0012714348653749684,216.0068359375,0.02699578198371455
0.9793203896171958,0.0046300139802042395,0.0006506361097816738,0.0034942280035465956,0.0008950224998837982,216.0087890625,0.02751755149802193
0.9859140544832324,0.004202855023322627,0.0010445509012278677,0.0032313760020770133,0.0011428603841114977,216.5712890625,0.024409282486885786
0.9859255018180693,0.004612489021383226,0.0015399859206259258,0.0036558299616444856,0.0014831510914672895,216.5732421875,0.02718311853823252
0.9892223342510876,0.004704049497377127,0.000901134026425515,0.0037887560029048473,0.0009370572727331602,217.8544921875,0.027010397025151178
0.9892337815859245,0.004620324005372822,0.0012141679310395668,0.0037994360318407416,0.0012480411874841223,217.8564453125,0.026626178005244583
0.9925306140189428,0.00466160400537774,0.0007675714007555907,0.003947607474401593,0.0010126630888577393,218.6376953125,0.027121388033265248
0.9925420613537798,0.004698320000898093,0.0006507915909505192,0.004099153506103903,0.0009737227671879778,218.6396484375,0.027325935021508485
0.995838893786798,0.004748319974169135,0.0008602676367587033,0.004437516996404156,0.0008895424690774312,218.9208984375,0.02773594349855557
0.995850341121635,0.0047769154771231115,0.001138951612653777,0.004311645985580981,0.0013695301127972616,218.9228515625,0.027897545020096004
0.9991471735546532,0.00475263997213915,0.0012125132721173917,0.004361931001767516,0.0010956201613759164,219.2041015625,0.028612665977561846
0.9991586208894901,0.004755659989314154,0.0014959385116930294,0.004521488008322194,0.001931069578206295,219.2060546875,0.03549436648609117
