frac_trainable,fwd_time,fwd_std,bwd_time,bwd_std,memory,median_loop_time
0.0008708579314926794,0.009334730973932892,0.001922706583470649,0.0005902450066059828,0.0003064084829900289,180.40380859375,0.05339812551392242
0.1905381902016625,0.009554572985507548,0.0009430271945309032,0.0013607729924842715,0.00012908944810286892,213.95068359375,0.05570579148479737
0.38020552247183226,0.009667903534136713,0.003465555853721323,0.0022777210106141865,0.001003509561905477,248.24755859375,0.05878826498519629
0.6368961892293957,0.009783410001546144,0.0011468551355136873,0.0026664489996619523,0.0010686557119201215,294.32568359375,0.06358164950506762
0.6843783047655947,0.009928270999807864,0.0012279927264889489,0.0033335660118609667,0.000780139956680401,302.59912109375,0.0687883225036785
0.7318604203017937,0.009970637009246275,0.0011348463826964912,0.003915480483556166,0.0008076835472958165,311.87255859375,0.07325788898742758
0.7793425358379927,0.010095158009789884,0.0023885682169790296,0.004472550994250923,0.0010456054852700193,320.64599609375,0.0782363050384447
0.8268246513741917,0.010171743459068239,0.0029882734014352913,0.005547476001083851,0.0012648337191125915,329.16943359375,0.08220366697059944
0.8743067669103907,0.010280689486535266,0.002740090433856959,0.005611796514131129,0.0018878006946792378,337.69287109375,0.08645761650404893
0.9385882377142092,0.010420651000458747,0.0010525471081630857,0.006346159003442153,0.002435767416673385,350.23193359375,0.0945039959915448
0.9504914078325872,0.010533182008657604,0.0009477454913175185,0.007535989512689412,0.0009556398163863619,352.86865234375,0.10358687999541871
0.9623945779509652,0.010571597493253648,0.0010465894676633795,0.008099015016341582,0.001462218148641464,355.00537109375,0.11123653102549724
0.9742977480693432,0.010680868988856673,0.001485418248588998,0.007979343994520605,0.0013797049473095477,358.64208984375,0.11852737847948447
0.9904225178275117,0.01070744896424003,0.002315869346408868,0.008647429494885728,0.002412187455157418,358.78662109375,0.13311184401391074
0.9934146309742703,0.0107918095018249,0.0009378838171194634,0.009189579519443214,0.0014427724338888154,359.32568359375,0.1498935999989044
0.9964067441210289,0.010904625989496708,0.003227634725401231,0.00976122496649623,0.003180194477222761,359.11474609375,0.1646393369883299
0.9995947046737572,0.010947706032311544,0.0022858817261697767,0.010859720001462847,0.003412061957040551,359.68896484375,0.18260268899030052
0.9996001448794786,0.010996361495926976,0.002695880171260505,0.011381575517589226,0.0019911577079030434,359.69091796875,0.19132783499662764
