frac_trainable,fwd_time,fwd_std,bwd_time,bwd_std,memory,median_loop_time
0.00045878771650889914,0.0039054364897310734,0.0014831535226171304,0.0005617249989882112,6.19443821266304e-05,77.3740234375,0.009385752520756796
0.0005503663952038529,0.003969867015257478,0.0012180777707755325,0.0006951210089027882,0.0006385213292003675,77.3818359375,0.009734255989314988
0.2115476421083773,0.0035742334730457515,0.0012153424291001164,0.0008948184840846807,0.00033383168397085357,95.3818359375,0.009069379972061142
0.21163922078707223,0.004003747482784092,0.0009972463910176625,0.0009659940260462463,0.00016750792546910004,95.3896484375,0.010098078986629844
0.42263649650024565,0.004074758006026968,0.0016916079579304315,0.0010364044865127653,0.000442029210013768,113.3896484375,0.010372027027187869
0.4227280751789406,0.004069448012160137,0.0009567322923984886,0.0011906914878636599,0.00020057563158498555,113.3974609375,0.010436612472403795
0.4344501460518947,0.00405399251030758,0.0010933643552076416,0.0013750179787166417,0.0005644748555909952,114.3974609375,0.010535863490076736
0.43454172473058966,0.0040769680053927004,0.0010688276981040204,0.001305461977608502,0.00021565863464570247,114.4052734375,0.010505902988370508
0.6455390004437631,0.004118143522646278,0.0013744728460239905,0.001387972995871678,0.0002892641705636707,132.4052734375,0.01086891649174504
0.645630579122458,0.004113843024242669,0.0011726308718479964,0.0016466005181428045,0.0002468138813989079,132.6005859375,0.011006133019691333
0.7511292169790448,0.004072432988323271,0.0011808696370238306,0.0015451590006705374,0.0006905542652076603,141.6005859375,0.010739520512288436
0.7511750063183923,0.004136173491133377,0.001233190042104066,0.0017544265137985349,0.0005655481149600827,141.4169921875,0.01120964452275075
0.8039243252466856,0.004115407995413989,0.0006143622027638281,0.0018126220093108714,0.00026400427284910076,145.9169921875,0.011199579486856237
0.8039701145860331,0.004177574010100216,0.0016463323070784392,0.0019334079988766462,0.0005191720714864857,145.9208984375,0.011456842010375112
0.8567194335143264,0.004160618991591036,0.000833815740631822,0.0019860134925693274,0.00036714629798100234,150.4208984375,0.01145215198630467
0.856765222853674,0.004216920002363622,0.0009230199311427053,0.0022996064799372107,0.0003650583372151614,150.4248046875,0.011991891980869696
0.8596957405719124,0.004152734036324546,0.0013693024080566579,0.0021796099899802357,0.0006256798934278893,150.6748046875,0.011733394028851762
0.8597415299112598,0.004162083991104737,0.0009075871672011223,0.002243946015369147,0.0006069274443117781,150.6787109375,0.011824531015008688
0.9124908488395532,0.004192589491140097,0.001273533454487469,0.002304066496435553,0.0007105696059693465,155.1787109375,0.011938256007852033
0.9125366381789007,0.004324525507399812,0.0014619907439347099,0.0024828779860399663,0.0006158723393945176,156.6826171875,0.013318615005118772
0.9389112976430474,0.004232980019878596,0.0011971010449140082,0.0026958700036630034,0.0008711223047470065,160.0576171875,0.012543712015030906
0.9389341923127211,0.0043063600023742765,0.0007527752765125906,0.002693645015824586,0.0006398399561563759,157.4345703125,0.012690718489466235
0.9521215220447945,0.0038786509830970317,0.0005369616338403985,0.0025430835084989667,0.00033342451357401515,158.5595703125,0.011594313516980037
0.9521444167144683,0.0038221210124902427,0.0011347848905653394,0.0025730740162543952,0.000888751429021917,159.9365234375,0.011478646978503093
0.9653317464465416,0.0043177949846722186,0.0009141970171458459,0.0029361230263020843,0.0005206244467391816,160.4365234375,0.012894154991954565
0.9653546411162153,0.003920276998542249,0.0005357801496699854,0.003227495006285608,0.0007157297093160394,159.6884765625,0.012461206497391686
0.9660872705457749,0.0038608459872193635,0.0012465562213670649,0.00282489150413312,0.0007699802965319602,160.8759765625,0.011891471018316224
0.9661101652154487,0.0038629909977316856,0.0007622023497784084,0.002840501518221572,0.0012464387368066358,162.3779296875,0.011914046510355547
0.979297494947522,0.004374656011350453,0.0019508946060771747,0.003244010469643399,0.0013655767373363268,161.8154296875,0.013403760007349774
0.9793203896171958,0.004354370990768075,0.0004662990825899536,0.0032963059784378856,0.0007540450228072035,160.8798828125,0.013400830008322373
0.9859140544832324,0.004375376011012122,0.0012126353727746147,0.003382356488145888,0.0011173223016470097,161.4423828125,0.01349996097269468
0.9859255018180693,0.00398634746670723,0.0008956512956664803,0.0032549650059081614,0.0012342144780030221,162.4443359375,0.012609122990397736
0.9892223342510876,0.004375646007247269,0.0009830139318714281,0.0036693439760711044,0.000574727055121916,163.3505859375,0.013840114494087175
0.9892337815859245,0.00447985649225302,0.0009601965326486095,0.004019743006210774,0.0006732745366539942,162.0400390625,0.014497215481242165
0.9925306140189428,0.004372256022179499,0.0007209604484223341,0.0037878004950471222,0.0009083943765472183,163.8837890625,0.014065866474993527
0.9925420613537798,0.004443531506694853,0.0016064487947228905,0.003935311979148537,0.0013185319672797818,163.1357421875,0.014327883982332423
0.995838893786798,0.004470342013519257,0.00040391171487611226,0.0040080824692267925,0.0008072696013078684,163.4169921875,0.01439328448032029
0.995850341121635,0.00448126150877215,0.00149895795248416,0.004127043503103778,0.0010399098837369557,163.0439453125,0.014557750982930884
0.9991471735546532,0.004489397018915042,0.0012214607091797687,0.004237374989315867,0.0009732917030802425,163.3251953125,0.014728442503837869
0.9991586208894901,0.004554483020910993,0.001415182217783667,0.004438381525687873,0.0014834018029124102,163.3271484375,0.015267252019839361
